event_date,event_location,fighter_1,fighter_2,result,method_main,method_detail,round,time,fighter_1_kd,fighter_1_str,fighter_1_td,fighter_1_sub,fighter_2_kd,fighter_2_str,fighter_2_td,fighter_2_sub,weight_class,fighter_1_record,fighter_1_height,fighter_1_weight,fighter_1_reach,fighter_1_stance,fighter_1_dob,fighter_1_slpm,fighter_1_str_acc,fighter_1_sapm,fighter_1_str_def,fighter_1_td_avg,fighter_1_td_acc,fighter_1_td_def,fighter_1_sub_avg,fighter_2_record,fighter_2_height,fighter_2_weight,fighter_2_reach,fighter_2_stance,fighter_2_dob,fighter_2_slpm,fighter_2_str_acc,fighter_2_sapm,fighter_2_str_def,fighter_2_td_avg,fighter_2_td_acc,fighter_2_td_def,fighter_2_sub_avg,fighter_1_born,fighter_1_gym,fighter_2_born,fighter_2_gym,fighter_1_ufcwins,fighter_1_ufcloss,fighter_2_ufcwins,fighter_2_ufcloss,fighter_1_active,fighter_2_active,fighter_1_wins,fighter_2_wins,fighter_1_age_at_fight,fighter_1_age_gap,fighter_1_current_age,fighter_1_draws,fighter_1_ig,fighter_1_losses,fighter_1_open_odds,fighter_1_reachheightadv,fighter_2_age_at_fight,fighter_2_current_age,fighter_2_draws,fighter_2_ig,fighter_2_losses,fighter_2_open_odds
2-Aug-25,"Las Vegas, Nevada, USA",Chris Duncan,Mateusz Rebecki,win,U-DEC,,3,5:00,0,92,0,0,0,114,2,0,Lightweight,'14-2-0,"5' 10""",155 lbs.,"71""",Orthodox,10-May-93,4.64,44%,4.53,51%,3.17,42%,50%,0.5,'20-3-0,"5' 7""",155 lbs.,"66""",Southpaw,3-Nov-92,5.29,46%,4.53,55%,3.46,65%,50%,0.6,Scotland,American Top Team,#N/A,#N/A,4,1,4,1,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Esteban Ribovics,Elves Brener,win,U-DEC,,3,5:00,0,122,0,0,0,118,0,0,Lightweight,'15-2-0,"5' 10""",155 lbs.,"69""",Orthodox,27-Apr-96,8.09,43%,6.3,54%,0.39,66%,70%,0.2,'16-6-0,"5' 10""",155 lbs.,"72""",Orthodox,27-Sep-97,4.76,47%,5.86,50%,0.99,16%,76%,0,Argentina,Alfa Team,Brazil,Chute Boxe Diego Lima,3,2,3,2,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Karol Rosa,Nora Cornolle,win,U-DEC,,3,5:00,0,33,2,2,0,27,0,0,Women's Bantamweight,'19-7-0,"5' 5""",135 lbs.,"67""",Orthodox,30-Dec-94,5.88,56%,4.59,49%,1.17,48%,70%,0.2,'9-3-0,"5' 7""",135 lbs.,"67""",Orthodox,6-Dec-89,2.75,54%,1.98,58%,0.25,11%,47%,0.2,Brazil,GAEA Project,France,Team Cornolle,7,4,3,1,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Neil Magny,Elizeu Zaleski dos Santos,win,KO/TKO,Punches,2,4:39,0,42,2,0,0,20,1,0,Welterweight,'30-14-0,"6' 3""",170 lbs.,"80""",Orthodox,3-Aug-87,3.45,46%,2.47,51%,2.15,39%,55%,0.2,'25-10-1,"5' 11""",170 lbs.,"73""",Orthodox,11-Dec-86,4.16,41%,3.56,55%,0.79,20%,67%,0.4,United States,Pound 4 Pound Muay Thai,Brazil,CM System,22,12,11,5,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Kevin Vallejos,Danny Silva,win,U-DEC,,3,5:00,0,90,2,0,0,69,1,0,Featherweight,'16-1-0,"5' 7""",145 lbs.,"68""",Switch,8-Dec-01,6.28,45%,5.23,57%,0.84,33%,83%,0,'10-2-0,"5' 11""",145 lbs.,"70""",Switch,30-Jan-97,6.67,55%,7.47,61%,2,33%,81%,0.2,Argentina,Brothers of Life MMA,United States,Bloodline Combat Sports,1,0,2,0,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Rinya Nakamura,Nathan Fletcher,win,KO/TKO,Kick,1,1:02,1,12,0,0,0,3,0,0,Bantamweight,'10-1-0,"5' 7""",135 lbs.,"68""",Southpaw,23-Mar-95,3.27,52%,1.72,63%,2.58,81%,100%,1.4,'9-3-0,"5' 7""",135 lbs.,"70""",Orthodox,3-Jan-98,3.41,59%,2.16,57%,3.37,38%,50%,0.7,Japan,LDH Martial Arts,England,Next Generation MMA Liverpool,3,1,1,1,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Rodolfo Vieira,Tresean Gore,win,U-DEC,,3,5:00,0,89,1,0,0,41,0,0,Middleweight,'11-3-0,"6' 0""",185 lbs.,"73""",Orthodox,25-Sep-89,3.77,55%,4.12,51%,3.09,23%,100%,1,'6-4-0,"6' 0""",185 lbs.,"75""",Switch,21-Jun-94,2.76,42%,7.48,40%,1.83,75%,88%,0.9,Brazil,Grappling Fight Team,United States,#N/A,5,3,2,3,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Andrey Pulyaev,Nick Klein,win,KO/TKO,Kick,2,1:31,1,23,0,0,0,10,4,1,Middleweight,'10-3-0,"6' 4""",185 lbs.,"78""",Southpaw,10-Sep-97,3.81,60%,3.51,48%,0.41,16%,64%,0,'6-3-0,"6' 1""",185 lbs.,"77""",Orthodox,8-Sep-95,2.51,56%,3.41,39%,5.79,35%,66%,1.9,Russia,School of martial arts Alexander Shlemenko,United States,Pura Vida BJJ/MMA,0,1,0,1,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Austin Bashi,John Yannis,win,SUB,Rear Naked Choke,1,3:39,0,2,1,1,0,0,0,0,Featherweight,'14-1-0,"5' 6""",145 lbs.,"70""",Orthodox,29-Sep-01,1.75,47%,2.34,48%,7.81,41%,62%,1.7,'9-4-0,"5' 7""",145 lbs.,"70""",Southpaw,7-Jul-94,0,0%,0.55,71%,0,0%,0%,0,United States,Warrior Way Martial Arts,,,0,1,0,0,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Rafael Estevam,Felipe Bunes,win,U-DEC,,3,5:00,0,33,5,0,0,26,0,2,Flyweight,'14-0-0,"5' 8""",125 lbs.,"69""",Orthodox,10-Aug-96,2.1,54%,2.59,47%,6.01,38%,66%,0.3,'14-8-0,"5' 7""",125 lbs.,"69""",Orthodox,29-Oct-89,2.93,50%,4.66,44%,1.13,22%,40%,2.3,Brazil,Nova UniÃ£o,Brazil,Pitbull Brothers,2,0,1,1,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Piera Rodriguez,Ketlen Souza,win,S-DEC,,3,5:00,0,64,7,0,0,56,0,0,Women's Strawweight,'11-2-0,"5' 3""",115 lbs.,"63""",Orthodox,11-Nov-92,3.54,47%,2.81,55%,4.53,54%,73%,0,'15-6-0,"5' 3""",115 lbs.,"63""",Orthodox,18-Aug-94,4.56,57%,4.4,53%,0.3,14%,50%,0.3,Venezuela,Lilius Barnatt Martial Arts,Brazil,Team Felipe Rego,3,2,2,2,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Reinier de Ridder,Robert Whittaker,win,S-DEC,,5,5:00,0,67,2,0,1,66,0,0,Middleweight,'21-2-0,"6' 4""",185 lbs.,"78""",Southpaw,7-Sep-90,2.95,52%,2.44,50%,2.86,27%,66%,0.6,'27-9-0,"6' 0""",185 lbs.,"73""",Orthodox,20-Dec-90,4.39,43%,3.36,59%,0.73,38%,82%,0,France,Combat Brothers,New Zealand,Gracie Jiu-Jitsu Smeaton Grange,0,0,0,0,TRUE,TRUE,,,35,,35,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,Marcus McGhee,win,U-DEC,,3,5:00,0,81,1,0,0,64,0,0,Bantamweight,'19-5-0,"5' 7""",135 lbs.,"67""",Switch,11-Feb-93,5.12,54%,4.14,58%,1.58,48%,85%,0.1,'10-2-0,"5' 8""",135 lbs.,"69""",Orthodox,7-May-90,5.5,45%,3.64,57%,0.31,14%,90%,0.3,France,RCC Academy,Michigan,MMA Lab,0,0,0,0,TRUE,TRUE,,,32,,33,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Marc-Andre Barriault,win,U-DEC,,3,5:00,0,93,0,0,0,39,2,0,Middleweight,'16-1-0,"6' 2""",185 lbs.,"73""",Orthodox,16-May-94,5.93,62%,3.85,43%,0,0%,71%,0,'17-10-0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,18-Feb-90,5.7,47%,5.63,50%,0.37,28%,68%,0.1,Poland,GOR MMA,Canada,Kill Cliff FC,0,0,0,0,TRUE,TRUE,,,31,,31,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Asu Almabayev,Jose Ochoa,win,U-DEC,,3,5:00,0,22,7,2,0,26,1,2,Flyweight,'22-3-0,"5' 4""",125 lbs.,"65""",Orthodox,25-Jan-94,2.16,54%,1.75,52%,4.66,43%,50%,1.5,'8-2-0 (1 NC),"5' 7""",125 lbs.,"67""",Southpaw,31-Dec-00,3.01,37%,2.33,60%,0.43,50%,59%,1.3,Sweden,Dar Pro Team Kazakhstan,Peru,Chute Boxe Diego Lima,0,0,0,0,TRUE,TRUE,,,32,,32,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bogdan Guskov,Nikita Krylov,win,KO/TKO,Punches,1,4:18,1,23,0,0,0,16,0,0,Light Heavyweight,'18-3-0,"6' 3""",205 lbs.,"76""",Orthodox,12-Sep-92,4.17,55%,3.3,45%,0,0%,57%,1.1,'30-11-0,"6' 3""",205 lbs.,"77""",Orthodox,7-Mar-92,4.31,54%,2.58,44%,2.17,38%,53%,1.4,France,GOR MMA,Ukraine,YK Promotion,0,0,0,0,TRUE,TRUE,,,33,,33,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bryce Mitchell,Said Nurmagomedov,win,U-DEC,,3,5:00,0,13,3,0,1,20,0,1,Bantamweight,'18-4-0,"5' 10""",135 lbs.,"70""",Southpaw,4-Oct-94,2.27,59%,1.6,58%,3.24,36%,33%,1.2,'18-5-0,"5' 8""",135 lbs.,"70""",Orthodox,5-Apr-92,3.08,48%,2.05,55%,0.86,15%,63%,1.1,England,Barata MMA,Russia,DagFighter,0,0,0,0,TRUE,TRUE,,,31,,31,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muslim Salikhov,Carlos Leal,win,KO/TKO,Punch,1,0:42,1,3,0,0,0,5,0,0,Welterweight,'22-5-0,"5' 11""",170 lbs.,"70""",Orthodox,9-Jun-84,3.39,49%,2.92,62%,1.08,32%,72%,0,'22-7-0,"5' 11""",170 lbs.,"74""",Orthodox,4-May-94,9.57,50%,7.61,53%,0.75,25%,90%,0,United States,Pound 4 Pound Muay Thai,Brazil,Thai Brasil,0,0,0,0,TRUE,TRUE,,,41,,41,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Davey Grant,Da'Mon Blackshear,win,U-DEC,,3,5:00,0,66,0,0,0,33,1,1,Bantamweight,'17-7-0,"5' 8""",135 lbs.,"69""",Orthodox,18-Dec-85,5.18,44%,3.74,55%,1.04,40%,63%,0.2,'17-8-1,"5' 10""",135 lbs.,"72""",Switch,12-Aug-94,4.33,45%,4.19,52%,1.48,33%,71%,1.5,Ireland,SBG Bishop Auckland,United States,Kill Cliff FC,0,0,0,0,TRUE,TRUE,,,40,,40,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tabatha Ricci,Amanda Ribas,win,KO/TKO,Elbow,2,2:59,0,34,1,0,0,30,1,0,Women's Strawweight,'12-3-0,"5' 1""",115 lbs.,"61""",Orthodox,21-Feb-95,4.18,36%,5.19,57%,2.69,37%,78%,0.1,'13-7-0,"5' 4""",115 lbs.,"66""",Orthodox,26-Aug-93,4.26,39%,3.29,60%,2.05,52%,82%,0.6,Brazil,Paragon Brazilian Jiu Jitsu,Brazil,Ribas Family,0,0,0,0,TRUE,TRUE,,,30,,31,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Billy Elekana,Ibo Aslan,win,U-DEC,,3,5:00,0,35,0,0,0,28,0,0,Light Heavyweight,'8-2-0,"6' 3""",205 lbs.,"77""",Southpaw,28-May-95,2.34,57%,3.18,49%,0.64,25%,0%,0,'14-3-0,"6' 3""",205 lbs.,"77""",Orthodox,23-Apr-96,5.09,47%,3.47,59%,0,0%,86%,0,United States,#N/A,TÃ¼rkiye,MT Gym 23,0,0,0,0,TRUE,TRUE,,,30,,30,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Steven Nguyen,Mohammad Yahya,win,KO/TKO,,2,5:00,6,92,0,0,0,57,0,0,Featherweight,'10-2-0,"5' 11""",145 lbs.,"73""",Switch,19-May-93,7.47,42%,7.1,60%,0.24,100%,88%,0,'12-6-0,"5' 9""",145 lbs.,"73""",Switch,23-May-94,3.5,39%,6.39,43%,0.5,20%,42%,0.5,Russia,Fortis MMA,United Arab Emirates,JRCS,0,0,0,0,TRUE,TRUE,,,32,,32,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Martin Buday,Marcus Buchecha,win,U-DEC,,3,5:00,0,41,0,0,0,24,1,0,Heavyweight,'16-2-0,"6' 4""",265 lbs.,"77""",Orthodox,11-Nov-91,4.39,53%,4.49,55%,0.15,20%,93%,0.1,'5-2-0,"6' 2""",255 lbs.,"77""",Orthodox,8-Jan-90,1.6,40%,2.73,52%,1,9%,0%,0,France,Ground System Gym Nitra,,,0,0,0,0,TRUE,TRUE,,,34,,34,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Reinier de Ridder,Robert Whittaker,win,S-DEC,,5,5:00,0,67,2,0,1,66,0,0,Middleweight,'21-2-0,"6' 4""",185 lbs.,"78""",Southpaw,7-Sep-90,2.95,52%,2.44,50%,2.86,27%,66%,0.6,'27-9-0,"6' 0""",185 lbs.,"73""",Orthodox,20-Dec-90,4.39,43%,3.36,59%,0.73,38%,82%,0,Netherlands,Combat Brothers,New Zealand,Gracie Jiu-Jitsu Smeaton Grange,4,0,17,7,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,Marcus McGhee,win,U-DEC,,3,5:00,0,81,1,0,0,64,0,0,Bantamweight,'19-5-0,"5' 7""",135 lbs.,"67""",Switch,11-Feb-93,5.12,54%,4.14,58%,1.58,48%,85%,0.1,'10-2-0,"5' 8""",135 lbs.,"69""",Orthodox,7-May-90,5.5,45%,3.64,57%,0.31,14%,90%,0.3,Russia,RCC Academy,Michigan,MMA Lab,11,4,4,1,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Marc-Andre Barriault,win,U-DEC,,3,5:00,0,93,0,0,0,39,2,0,Middleweight,'16-1-0,"6' 2""",185 lbs.,"73""",Orthodox,16-May-94,5.93,62%,3.85,43%,0,0%,71%,0,'17-10-0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,18-Feb-90,5.7,47%,5.63,50%,0.37,28%,68%,0.1,Russia,GOR MMA,Canada,Kill Cliff FC,5,1,6,9,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Asu Almabayev,Jose Ochoa,win,U-DEC,,3,5:00,0,22,7,2,0,26,1,2,Flyweight,'22-3-0,"5' 4""",125 lbs.,"65""",Orthodox,25-Jan-94,2.16,54%,1.75,52%,4.66,43%,50%,1.5,'8-2-0 (1 NC),"5' 7""",125 lbs.,"67""",Southpaw,31-Dec-00,3.01,37%,2.33,60%,0.43,50%,59%,1.3,Kazakhstan,Dar Pro Team Kazakhstan,Peru,Chute Boxe Diego Lima,5,1,1,2,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bogdan Guskov,Nikita Krylov,win,KO/TKO,Punches,1,4:18,1,23,0,0,0,16,0,0,Light Heavyweight,'18-3-0,"6' 3""",205 lbs.,"76""",Orthodox,12-Sep-92,4.17,55%,3.3,45%,0,0%,57%,1.1,'30-11-0,"6' 3""",205 lbs.,"77""",Orthodox,7-Mar-92,4.31,54%,2.58,44%,2.17,38%,53%,1.4,Uzbekistan,GOR MMA,Ukraine,YK Promotion,4,1,11,9,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bryce Mitchell,Said Nurmagomedov,win,U-DEC,,3,5:00,0,13,3,0,1,20,0,1,Bantamweight,'18-4-0,"5' 10""",135 lbs.,"70""",Southpaw,4-Oct-94,2.27,59%,1.6,58%,3.24,36%,33%,1.2,'18-5-0,"5' 8""",135 lbs.,"70""",Orthodox,5-Apr-92,3.08,48%,2.05,55%,0.86,15%,63%,1.1,United States,Barata MMA,Russia,DagFighter,9,3,7,4,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muslim Salikhov,Carlos Leal,win,KO/TKO,Punch,1,0:42,1,3,0,0,0,5,0,0,Welterweight,'22-5-0,"5' 11""",170 lbs.,"70""",Orthodox,9-Jun-84,3.39,49%,2.92,62%,1.08,32%,72%,0,'22-7-0,"5' 11""",170 lbs.,"74""",Orthodox,4-May-94,9.57,50%,7.61,53%,0.75,25%,90%,0,Russia,Pound 4 Pound Muay Thai,Brazil,Thai Brasil,9,4,1,2,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Davey Grant,Da'Mon Blackshear,win,U-DEC,,3,5:00,0,66,0,0,0,33,1,1,Bantamweight,'17-7-0,"5' 8""",135 lbs.,"69""",Orthodox,18-Dec-85,5.18,44%,3.74,55%,1.04,40%,63%,0.2,'17-8-1,"5' 10""",135 lbs.,"72""",Switch,12-Aug-94,4.33,45%,4.19,52%,1.48,33%,71%,1.5,England,SBG Bishop Auckland,United States,Kill Cliff FC,8,6,5,4,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tabatha Ricci,Amanda Ribas,win,KO/TKO,Elbow,2,2:59,0,34,1,0,0,30,1,0,Women's Strawweight,'12-3-0,"5' 1""",115 lbs.,"61""",Orthodox,21-Feb-95,4.18,36%,5.19,57%,2.69,37%,78%,0.1,'13-7-0,"5' 4""",115 lbs.,"66""",Orthodox,26-Aug-93,4.26,39%,3.29,60%,2.05,52%,82%,0.6,Brazil,Paragon Brazilian Jiu Jitsu,Brazil,Ribas Family,7,3,7,6,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Billy Elekana,Ibo Aslan,win,U-DEC,,3,5:00,0,35,0,0,0,28,0,0,Light Heavyweight,'8-2-0,"6' 3""",205 lbs.,"77""",Southpaw,28-May-95,2.34,57%,3.18,49%,0.64,25%,0%,0,'14-3-0,"6' 3""",205 lbs.,"77""",Orthodox,23-Apr-96,5.09,47%,3.47,59%,0,0%,86%,0,United States,#N/A,TÃ¼rkiye,MT Gym 23,1,1,2,2,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Steven Nguyen,Mohammad Yahya,win,KO/TKO,,2,5:00,6,92,0,0,0,57,0,0,Featherweight,'10-2-0,"5' 11""",145 lbs.,"73""",Switch,19-May-93,7.47,42%,7.1,60%,0.24,100%,88%,0,'12-6-0,"5' 9""",145 lbs.,"73""",Switch,23-May-94,3.5,39%,6.39,43%,0.5,20%,42%,0.5,United States,Fortis MMA,United Arab Emirates,JRCS,1,1,0,3,TRUE,TRUE,,,,,,,,,,,,,,,,
26-Jul-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Martin Buday,Marcus Buchecha,win,U-DEC,,3,5:00,0,41,0,0,0,24,1,0,Heavyweight,'16-2-0,"6' 4""",265 lbs.,"77""",Orthodox,11-Nov-91,4.39,53%,4.49,55%,0.15,20%,93%,0.1,'5-2-0,"6' 2""",255 lbs.,"77""",Orthodox,8-Jan-90,1.6,40%,2.73,52%,1,9%,0%,0,Slovakia,Ground System Gym Nitra,,,7,1,0,1,TRUE,TRUE,,,,,,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Max Holloway,Dustin Poirier,win,U-DEC,,5,5:00,1,198,0,0,1,109,0,1,Lightweight,'27-8-0,"5' 11""",145 lbs.,"69""",Orthodox,4-Dec-91,7.2,48%,4.74,59%,0.24,53%,83%,0.3,'30-10-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,19-Jan-89,5.24,50%,4.57,52%,1.15,35%,64%,1.2,Belgium,Gracie Technics,United States,American Top Team,0,0,0,0,TRUE,TRUE,,,34,,34,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Paulo Costa,Roman Kopylov,win,U-DEC,,3,5:00,1,99,0,0,0,48,0,0,Middleweight,'15-4-0,"6' 1""",185 lbs.,"72""",Orthodox,21-Apr-91,6.26,58%,6.2,49%,0.32,50%,80%,0,'14-4-0,"6' 0""",185 lbs.,"75""",Southpaw,4-May-91,4.74,50%,5.08,53%,1.02,42%,87%,0,Lithuania,Team Borracha,Russia,#N/A,0,0,0,0,TRUE,TRUE,,,34,,34,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Daniel Rodriguez,Kevin Holland,win,U-DEC,,3,5:00,2,77,0,0,1,82,1,0,Welterweight,'20-5-0,"6' 1""",170 lbs.,"74""",Southpaw,31-Dec-86,7.2,49%,5.4,57%,0.51,50%,64%,0.1,'28-14-0 (1 NC),"6' 3""",170 lbs.,"81""",Orthodox,5-Nov-92,4.3,50%,3.22,50%,0.82,38%,55%,0.6,France,10th Planet Jiu Jitsu,United States,Travis Lutter BJJ,0,0,0,0,TRUE,TRUE,,,39,,39,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Patricio Freire,Dan Ige,win,U-DEC,,3,5:00,0,55,5,0,0,47,0,0,Featherweight,'37-8-0,"5' 6""",145 lbs.,"67""",Orthodox,7-Jul-87,2.68,43%,4.23,57%,1.49,33%,88%,0.6,'19-10-0,"5' 7""",145 lbs.,"71""",Orthodox,6-Aug-91,3.64,45%,3.56,56%,0.89,25%,56%,0.2,France,Pitbull Brothers,United States,Xtreme Couture,0,0,0,0,TRUE,TRUE,,,38,,38,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Michael Johnson,Daniel Zellhuber,win,U-DEC,,3,5:00,1,80,0,0,0,52,0,0,Lightweight,'25-19-0,"5' 10""",155 lbs.,"73""",Southpaw,4-Jun-86,4.28,39%,3.79,58%,0.58,38%,81%,0,'15-3-0,"6' 1""",155 lbs.,"77""",Switch,7-Jul-99,5.83,39%,5.91,56%,0.15,25%,94%,0.1,Poland,Kill Cliff FC,Mexico,Xtreme Couture,0,0,0,0,TRUE,TRUE,,,39,,39,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Vinicius Oliveira,Kyler Phillips,win,U-DEC,,3,5:00,1,96,1,0,0,49,0,0,Bantamweight,'23-3-0,"5' 9""",135 lbs.,"70""",Switch,30-Nov-95,5.28,43%,2.89,57%,1.67,50%,80%,0.2,'12-4-0,"5' 8""",135 lbs.,"72""",Orthodox,12-Jun-95,5.04,42%,3.83,60%,2.31,45%,75%,0.4,Sweden,Sombra Team MMA,United States,MMA Lab,0,0,0,0,TRUE,TRUE,,,30,,30,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Brendan Allen,Marvin Vettori,win,U-DEC,,3,5:00,0,111,3,0,0,109,0,0,Middleweight,'25-7-0,"6' 2""",185 lbs.,"75""",Orthodox,28-Dec-95,3.85,53%,3.96,47%,1.65,41%,56%,1.2,'19-9-1,"6' 0""",185 lbs.,"74""",Southpaw,20-Sep-93,4.68,45%,4.52,56%,1.43,45%,65%,0.4,France,Kill Cliff FC,Italy,#N/A,0,0,0,0,TRUE,TRUE,,,30,,30,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Nikolay Veretennikov,Francisco Prado,win,S-DEC,,3,5:00,0,56,2,0,0,47,3,1,Welterweight,'13-6-0,"6' 1""",170 lbs.,"74""",Orthodox,22-Dec-89,3.01,55%,3.43,46%,0.55,18%,62%,0,'12-4-0,"5' 10""",170 lbs.,"69""",Orthodox,16-Jun-02,4.09,43%,4.95,54%,0.94,19%,50%,0.5,England,#N/A,Argentina,American Top Team,0,0,0,0,TRUE,TRUE,,,36,,36,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Ateba Gautier,Robert Valentin,win,KO/TKO,Punch,1,1:10,1,19,0,0,0,2,0,0,Middleweight,'8-1-0,"6' 4""",185 lbs.,"81""",Switch,10-Apr-02,6.93,61%,2.19,52%,0,0%,90%,0,'11-6-0 (1 NC),"6' 2""",185 lbs.,"77""",Orthodox,31-Mar-95,1.13,56%,2.83,32%,0,0%,55%,1.3,United States,Manchester Top Team,Switzerland,Fight Move Academy,0,0,0,0,TRUE,TRUE,,,23,,23,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Islam Dulatov,Adam Fugitt,win,KO/TKO,Punch,1,4:06,1,21,0,0,0,14,0,0,Welterweight,'12-1-0,"6' 3""",170 lbs.,"75""",Orthodox,2-Aug-98,8.78,54%,4.24,50%,2.2,100%,100%,0,'10-5-0,"6' 1""",170 lbs.,"77""",Southpaw,12-Jan-89,4.59,46%,4.54,51%,1.83,25%,50%,0,Ireland,,United States,Art of War MMA & Fitness,0,0,0,0,TRUE,TRUE,,,27,,27,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Jimmy Crute,Marcin Prachnio,win,SUB,Armbar,1,4:42,0,5,3,2,0,21,0,0,Light Heavyweight,'13-4-2,"6' 2""",205 lbs.,"74""",Orthodox,4-Mar-96,4.17,52%,3.68,42%,4.2,52%,58%,1.9,'17-9-0,"6' 3""",205 lbs.,"73""",Orthodox,14-Jul-88,5.52,54%,3.15,54%,0.14,20%,53%,0,Brazil,Greco and Stewies house,Poland,Tatsujin Dojo Deventer,0,0,0,0,TRUE,TRUE,,,29,,29,,,,,,,,,,,
19-Jul-25,"New Orleans, Louisiana, USA",Ryan Spann,Lukasz Brzeski,win,SUB,Guillotine Choke,1,2:47,0,8,1,2,0,5,0,0,Heavyweight,'23-11-0,"6' 5""",205 lbs.,"79""",Orthodox,24-Aug-91,3.19,39%,4.14,43%,1.3,34%,52%,1.8,'9-7-1 (1 NC),"6' 3""",236 lbs.,"78""",Orthodox,17-May-92,4.9,50%,3.65,54%,0.41,33%,35%,0.4,United States,Fortis MMA,#N/A,#N/A,0,0,0,0,TRUE,TRUE,,,34,,34,,,,,,,,,,,
